# Grain Sizes, Frequency of Grain Sizes 
23.1231,0.0000
23.1832,0.0000
23.2432,0.0000
23.3033,0.0000
23.3634,0.0000
23.4234,0.0000
23.4835,0.0000
23.5435,0.0000
23.6036,0.0000
23.6637,0.0000
23.7237,0.0000
23.7838,0.0000
23.8438,0.0000
23.9039,0.0000
23.9640,0.0000
24.0240,0.0000
24.0841,0.0000
24.1441,0.0000
24.2042,0.0000
24.2643,0.0000
24.3243,0.0000
24.3844,0.0000
24.4444,0.0001
24.5045,0.0001
24.5646,0.0001
24.6246,0.0001
24.6847,0.0001
24.7447,0.0001
24.8048,0.0001
24.8649,0.0001
24.9249,0.0001
24.9850,0.0001
25.0450,0.0001
25.1051,0.0001
25.1652,0.0001
25.2252,0.0001
25.2853,0.0001
25.3453,0.0001
25.4054,0.0001
25.4655,0.0001
25.5255,0.0001
25.5856,0.0002
25.6456,0.0002
25.7057,0.0002
25.7658,0.0002
25.8258,0.0002
25.8859,0.0002
25.9459,0.0002
26.0060,0.0002
26.0661,0.0002
26.1261,0.0002
26.1862,0.0003
26.2462,0.0003
26.3063,0.0003
26.3664,0.0003
26.4264,0.0003
26.4865,0.0003
26.5465,0.0003
26.6066,0.0004
26.6667,0.0004
26.7267,0.0004
26.7868,0.0004
26.8468,0.0004
26.9069,0.0005
26.9670,0.0005
27.0270,0.0005
27.0871,0.0005
27.1471,0.0006
27.2072,0.0006
27.2673,0.0006
27.3273,0.0007
27.3874,0.0007
27.4474,0.0007
27.5075,0.0008
27.5676,0.0008
27.6276,0.0008
27.6877,0.0009
27.7477,0.0009
27.8078,0.0010
27.8679,0.0010
27.9279,0.0010
27.9880,0.0011
28.0480,0.0011
28.1081,0.0012
28.1682,0.0013
28.2282,0.0013
28.2883,0.0014
28.3483,0.0014
28.4084,0.0015
28.4685,0.0016
28.5285,0.0016
28.5886,0.0017
28.6486,0.0018
28.7087,0.0019
28.7688,0.0019
28.8288,0.0020
28.8889,0.0021
28.9489,0.0022
29.0090,0.0023
29.0691,0.0024
29.1291,0.0025
29.1892,0.0026
29.2492,0.0027
29.3093,0.0028
29.3694,0.0029
29.4294,0.0030
29.4895,0.0032
29.5495,0.0033
29.6096,0.0034
29.6697,0.0036
29.7297,0.0037
29.7898,0.0038
29.8498,0.0040
29.9099,0.0041
29.9700,0.0043
30.0300,0.0045
30.0901,0.0046
30.1502,0.0048
30.2102,0.0050
30.2703,0.0052
30.3303,0.0054
30.3904,0.0056
30.4505,0.0058
30.5105,0.0060
30.5706,0.0062
30.6306,0.0064
30.6907,0.0066
30.7508,0.0069
30.8108,0.0071
30.8709,0.0074
30.9309,0.0076
30.9910,0.0079
31.0511,0.0082
31.1111,0.0084
31.1712,0.0087
31.2312,0.0090
31.2913,0.0093
31.3514,0.0096
31.4114,0.0099
31.4715,0.0103
31.5315,0.0106
31.5916,0.0109
31.6517,0.0113
31.7117,0.0117
31.7718,0.0120
31.8318,0.0124
31.8919,0.0128
31.9520,0.0132
32.0120,0.0136
32.0721,0.0140
32.1321,0.0144
32.1922,0.0148
32.2523,0.0153
32.3123,0.0157
32.3724,0.0162
32.4324,0.0167
32.4925,0.0171
32.5526,0.0176
32.6126,0.0181
32.6727,0.0186
32.7327,0.0191
32.7928,0.0197
32.8529,0.0202
32.9129,0.0208
32.9730,0.0213
33.0330,0.0219
33.0931,0.0225
33.1532,0.0230
33.2132,0.0236
33.2733,0.0243
33.3333,0.0249
33.3934,0.0255
33.4535,0.0261
33.5135,0.0268
33.5736,0.0274
33.6336,0.0281
33.6937,0.0288
33.7538,0.0295
33.8138,0.0302
33.8739,0.0309
33.9339,0.0316
33.9940,0.0323
34.0541,0.0330
34.1141,0.0338
34.1742,0.0345
34.2342,0.0353
34.2943,0.0361
34.3544,0.0368
34.4144,0.0376
34.4745,0.0384
34.5345,0.0392
34.5946,0.0400
34.6547,0.0408
34.7147,0.0417
34.7748,0.0425
34.8348,0.0433
34.8949,0.0442
34.9550,0.0450
35.0150,0.0459
35.0751,0.0467
35.1351,0.0476
35.1952,0.0485
35.2553,0.0494
35.3153,0.0502
35.3754,0.0511
35.4354,0.0520
35.4955,0.0529
35.5556,0.0538
35.6156,0.0547
35.6757,0.0556
35.7357,0.0565
35.7958,0.0574
35.8559,0.0583
35.9159,0.0592
35.9760,0.0601
36.0360,0.0610
36.0961,0.0619
36.1562,0.0629
36.2162,0.0638
36.2763,0.0647
36.3363,0.0656
36.3964,0.0665
36.4565,0.0674
36.5165,0.0683
36.5766,0.0691
36.6366,0.0700
36.6967,0.0709
36.7568,0.0718
36.8168,0.0727
36.8769,0.0735
36.9369,0.0744
36.9970,0.0752
37.0571,0.0761
37.1171,0.0769
37.1772,0.0778
37.2372,0.0786
37.2973,0.0794
37.3574,0.0802
37.4174,0.0810
37.4775,0.0818
37.5375,0.0825
37.5976,0.0833
37.6577,0.0840
37.7177,0.0848
37.7778,0.0855
37.8378,0.0862
37.8979,0.0869
37.9580,0.0876
38.0180,0.0882
38.0781,0.0889
38.1381,0.0895
38.1982,0.0901
38.2583,0.0907
38.3183,0.0913
38.3784,0.0919
38.4384,0.0924
38.4985,0.0930
38.5586,0.0935
38.6186,0.0940
38.6787,0.0944
38.7387,0.0949
38.7988,0.0953
38.8589,0.0958
38.9189,0.0962
38.9790,0.0965
39.0390,0.0969
39.0991,0.0972
39.1592,0.0976
39.2192,0.0979
39.2793,0.0981
39.3393,0.0984
39.3994,0.0986
39.4595,0.0988
39.5195,0.0990
39.5796,0.0992
39.6396,0.0993
39.6997,0.0995
39.7598,0.0996
39.8198,0.0996
39.8799,0.0997
39.9399,0.0997
40.0000,0.0997
40.0601,0.0997
40.1201,0.0997
40.1802,0.0996
40.2402,0.0996
40.3003,0.0995
40.3604,0.0993
40.4204,0.0992
40.4805,0.0990
40.5405,0.0988
40.6006,0.0986
40.6607,0.0984
40.7207,0.0981
40.7808,0.0979
40.8408,0.0976
40.9009,0.0972
40.9610,0.0969
41.0210,0.0965
41.0811,0.0962
41.1411,0.0958
41.2012,0.0953
41.2613,0.0949
41.3213,0.0944
41.3814,0.0940
41.4414,0.0935
41.5015,0.0930
41.5616,0.0924
41.6216,0.0919
41.6817,0.0913
41.7417,0.0907
41.8018,0.0901
41.8619,0.0895
41.9219,0.0889
41.9820,0.0882
42.0420,0.0876
42.1021,0.0869
42.1622,0.0862
42.2222,0.0855
42.2823,0.0848
42.3423,0.0840
42.4024,0.0833
42.4625,0.0825
42.5225,0.0818
42.5826,0.0810
42.6426,0.0802
42.7027,0.0794
42.7628,0.0786
42.8228,0.0778
42.8829,0.0769
42.9429,0.0761
43.0030,0.0752
43.0631,0.0744
43.1231,0.0735
43.1832,0.0727
43.2432,0.0718
43.3033,0.0709
43.3634,0.0700
43.4234,0.0691
43.4835,0.0683
43.5435,0.0674
43.6036,0.0665
43.6637,0.0656
43.7237,0.0647
43.7838,0.0638
43.8438,0.0629
43.9039,0.0619
43.9640,0.0610
44.0240,0.0601
44.0841,0.0592
44.1441,0.0583
44.2042,0.0574
44.2643,0.0565
44.3243,0.0556
44.3844,0.0547
44.4444,0.0538
44.5045,0.0529
44.5646,0.0520
44.6246,0.0511
44.6847,0.0502
44.7447,0.0494
44.8048,0.0485
44.8649,0.0476
44.9249,0.0467
44.9850,0.0459
45.0450,0.0450
45.1051,0.0442
45.1652,0.0433
45.2252,0.0425
45.2853,0.0417
45.3453,0.0408
45.4054,0.0400
45.4655,0.0392
45.5255,0.0384
45.5856,0.0376
45.6456,0.0368
45.7057,0.0361
45.7658,0.0353
45.8258,0.0345
45.8859,0.0338
45.9459,0.0330
46.0060,0.0323
46.0661,0.0316
46.1261,0.0309
46.1862,0.0302
46.2462,0.0295
46.3063,0.0288
46.3664,0.0281
46.4264,0.0274
46.4865,0.0268
46.5465,0.0261
46.6066,0.0255
46.6667,0.0249
46.7267,0.0243
46.7868,0.0236
46.8468,0.0230
46.9069,0.0225
46.9670,0.0219
47.0270,0.0213
47.0871,0.0208
47.1471,0.0202
47.2072,0.0197
47.2673,0.0191
47.3273,0.0186
47.3874,0.0181
47.4474,0.0176
47.5075,0.0171
47.5676,0.0167
47.6276,0.0162
47.6877,0.0157
47.7477,0.0153
47.8078,0.0148
47.8679,0.0144
47.9279,0.0140
47.9880,0.0136
48.0480,0.0132
48.1081,0.0128
48.1682,0.0124
48.2282,0.0120
48.2883,0.0117
48.3483,0.0113
48.4084,0.0109
48.4685,0.0106
48.5285,0.0103
48.5886,0.0099
48.6486,0.0096
48.7087,0.0093
48.7688,0.0090
48.8288,0.0087
48.8889,0.0084
48.9489,0.0082
49.0090,0.0079
49.0691,0.0076
49.1291,0.0074
49.1892,0.0071
49.2492,0.0069
49.3093,0.0066
49.3694,0.0064
49.4294,0.0062
49.4895,0.0060
49.5495,0.0058
49.6096,0.0056
49.6697,0.0054
49.7297,0.0052
49.7898,0.0050
49.8498,0.0048
49.9099,0.0046
49.9700,0.0045
50.0300,0.0043
50.0901,0.0041
50.1502,0.0040
50.2102,0.0038
50.2703,0.0037
50.3303,0.0036
50.3904,0.0034
50.4505,0.0033
50.5105,0.0032
50.5706,0.0030
50.6306,0.0029
50.6907,0.0028
50.7508,0.0027
50.8108,0.0026
50.8709,0.0025
50.9309,0.0024
50.9910,0.0023
51.0511,0.0022
51.1111,0.0021
51.1712,0.0020
51.2312,0.0019
51.2913,0.0019
51.3514,0.0018
51.4114,0.0017
51.4715,0.0016
51.5315,0.0016
51.5916,0.0015
51.6517,0.0014
51.7117,0.0014
51.7718,0.0013
51.8318,0.0013
51.8919,0.0012
51.9520,0.0011
52.0120,0.0011
52.0721,0.0010
52.1321,0.0010
52.1922,0.0010
52.2523,0.0009
52.3123,0.0009
52.3724,0.0008
52.4324,0.0008
52.4925,0.0008
52.5526,0.0007
52.6126,0.0007
52.6727,0.0007
52.7327,0.0006
52.7928,0.0006
52.8529,0.0006
52.9129,0.0005
52.9730,0.0005
53.0330,0.0005
53.0931,0.0005
53.1532,0.0004
53.2132,0.0004
53.2733,0.0004
53.3333,0.0004
53.3934,0.0004
53.4535,0.0003
53.5135,0.0003
53.5736,0.0003
53.6336,0.0003
53.6937,0.0003
53.7538,0.0003
53.8138,0.0003
53.8739,0.0002
53.9339,0.0002
53.9940,0.0002
54.0541,0.0002
54.1141,0.0002
54.1742,0.0002
54.2342,0.0002
54.2943,0.0002
54.3544,0.0002
54.4144,0.0002
54.4745,0.0001
54.5345,0.0001
54.5946,0.0001
54.6547,0.0001
54.7147,0.0001
54.7748,0.0001
54.8348,0.0001
54.8949,0.0001
54.9550,0.0001
55.0150,0.0001
55.0751,0.0001
55.1351,0.0001
55.1952,0.0001
55.2553,0.0001
55.3153,0.0001
55.3754,0.0001
55.4354,0.0001
55.4955,0.0001
55.5556,0.0001
55.6156,0.0000
55.6757,0.0000
55.7357,0.0000
55.7958,0.0000
55.8559,0.0000
55.9159,0.0000
55.9760,0.0000
56.0360,0.0000
56.0961,0.0000
56.1562,0.0000
56.2162,0.0000
56.2763,0.0000
56.3363,0.0000
56.3964,0.0000
56.4565,0.0000
56.5165,0.0000
56.5766,0.0000
56.6366,0.0000
56.6967,0.0000
56.7568,0.0000
56.8168,0.0000
56.8769,0.0000
56.9369,0.0000
56.9970,0.0000
57.0571,0.0000
57.1171,0.0000
57.1772,0.0000
57.2372,0.0000
57.2973,0.0000
57.3574,0.0000
57.4174,0.0000
57.4775,0.0000
57.5375,0.0000
57.5976,0.0000
57.6577,0.0000
57.7177,0.0000
57.7778,0.0000
57.8378,0.0000
57.8979,0.0000
57.9580,0.0000
58.0180,0.0000
58.0781,0.0000
58.1381,0.0000
58.1982,0.0000
58.2583,0.0000
58.3183,0.0000
58.3784,0.0000
58.4384,0.0000
58.4985,0.0000
58.5586,0.0000
58.6186,0.0000
58.6787,0.0000
58.7387,0.0000
58.7988,0.0000
58.8589,0.0000
58.9189,0.0000
58.9790,0.0000
59.0390,0.0000
59.0991,0.0000
59.1592,0.0000
59.2192,0.0000
59.2793,0.0000
59.3393,0.0000
59.3994,0.0000
59.4595,0.0000
59.5195,0.0000
59.5796,0.0000
59.6396,0.0000
59.6997,0.0000
59.7598,0.0000
59.8198,0.0000
59.8799,0.0000
59.9399,0.0000
60.0000,0.0000
end
# Distance between grains, Frequency of distances 
0.0000,0.0000
0.0100,0.0099
0.0200,0.0196
0.0300,0.0291
0.0400,0.0385
0.0501,0.0476
0.0601,0.0566
0.0701,0.0653
0.0801,0.0739
0.0901,0.0823
0.1001,0.0906
0.1101,0.0986
0.1201,0.1065
0.1301,0.1143
0.1401,0.1218
0.1502,0.1292
0.1602,0.1365
0.1702,0.1435
0.1802,0.1505
0.1902,0.1572
0.2002,0.1639
0.2102,0.1704
0.2202,0.1767
0.2302,0.1829
0.2402,0.1889
0.2503,0.1948
0.2603,0.2006
0.2703,0.2063
0.2803,0.2118
0.2903,0.2172
0.3003,0.2224
0.3103,0.2275
0.3203,0.2325
0.3303,0.2374
0.3403,0.2422
0.3504,0.2468
0.3604,0.2513
0.3704,0.2557
0.3804,0.2600
0.3904,0.2642
0.4004,0.2683
0.4104,0.2723
0.4204,0.2761
0.4304,0.2799
0.4404,0.2835
0.4505,0.2871
0.4605,0.2905
0.4705,0.2939
0.4805,0.2972
0.4905,0.3003
0.5005,0.3034
0.5105,0.3064
0.5205,0.3093
0.5305,0.3121
0.5405,0.3148
0.5506,0.3175
0.5606,0.3200
0.5706,0.3225
0.5806,0.3249
0.5906,0.3272
0.6006,0.3294
0.6106,0.3316
0.6206,0.3337
0.6306,0.3357
0.6406,0.3376
0.6507,0.3394
0.6607,0.3412
0.6707,0.3430
0.6807,0.3446
0.6907,0.3462
0.7007,0.3477
0.7107,0.3492
0.7207,0.3506
0.7307,0.3519
0.7407,0.3532
0.7508,0.3544
0.7608,0.3555
0.7708,0.3566
0.7808,0.3576
0.7908,0.3586
0.8008,0.3595
0.8108,0.3604
0.8208,0.3612
0.8308,0.3620
0.8408,0.3627
0.8509,0.3634
0.8609,0.3640
0.8709,0.3645
0.8809,0.3651
0.8909,0.3655
0.9009,0.3659
0.9109,0.3663
0.9209,0.3667
0.9309,0.3670
0.9409,0.3672
0.9510,0.3674
0.9610,0.3676
0.9710,0.3677
0.9810,0.3678
0.9910,0.3679
1.0010,0.3679
1.0110,0.3679
1.0210,0.3678
1.0310,0.3677
1.0410,0.3676
1.0511,0.3674
1.0611,0.3672
1.0711,0.3670
1.0811,0.3667
1.0911,0.3664
1.1011,0.3661
1.1111,0.3658
1.1211,0.3654
1.1311,0.3650
1.1411,0.3645
1.1512,0.3641
1.1612,0.3636
1.1712,0.3631
1.1812,0.3625
1.1912,0.3620
1.2012,0.3614
1.2112,0.3607
1.2212,0.3601
1.2312,0.3594
1.2412,0.3588
1.2513,0.3580
1.2613,0.3573
1.2713,0.3566
1.2813,0.3558
1.2913,0.3550
1.3013,0.3542
1.3113,0.3534
1.3213,0.3525
1.3313,0.3516
1.3413,0.3508
1.3514,0.3499
1.3614,0.3489
1.3714,0.3480
1.3814,0.3470
1.3914,0.3461
1.4014,0.3451
1.4114,0.3441
1.4214,0.3431
1.4314,0.3421
1.4414,0.3410
1.4515,0.3400
1.4615,0.3389
1.4715,0.3378
1.4815,0.3367
1.4915,0.3356
1.5015,0.3345
1.5115,0.3334
1.5215,0.3323
1.5315,0.3311
1.5415,0.3300
1.5516,0.3288
1.5616,0.3276
1.5716,0.3264
1.5816,0.3253
1.5916,0.3241
1.6016,0.3228
1.6116,0.3216
1.6216,0.3204
1.6316,0.3192
1.6416,0.3179
1.6517,0.3167
1.6617,0.3154
1.6717,0.3142
1.6817,0.3129
1.6917,0.3116
1.7017,0.3103
1.7117,0.3091
1.7217,0.3078
1.7317,0.3065
1.7417,0.3052
1.7518,0.3039
1.7618,0.3026
1.7718,0.3013
1.7818,0.2999
1.7918,0.2986
1.8018,0.2973
1.8118,0.2960
1.8218,0.2946
1.8318,0.2933
1.8418,0.2920
1.8519,0.2906
1.8619,0.2893
1.8719,0.2880
1.8819,0.2866
1.8919,0.2853
1.9019,0.2839
1.9119,0.2826
1.9219,0.2812
1.9319,0.2799
1.9419,0.2785
1.9520,0.2772
1.9620,0.2758
1.9720,0.2745
1.9820,0.2731
1.9920,0.2718
2.0020,0.2704
2.0120,0.2690
2.0220,0.2677
2.0320,0.2663
2.0420,0.2650
2.0521,0.2636
2.0621,0.2623
2.0721,0.2609
2.0821,0.2596
2.0921,0.2582
2.1021,0.2569
2.1121,0.2555
2.1221,0.2542
2.1321,0.2528
2.1421,0.2515
2.1522,0.2502
2.1622,0.2488
2.1722,0.2475
2.1822,0.2461
2.1922,0.2448
2.2022,0.2435
2.2122,0.2421
2.2222,0.2408
2.2322,0.2395
2.2422,0.2382
2.2523,0.2369
2.2623,0.2355
2.2723,0.2342
2.2823,0.2329
2.2923,0.2316
2.3023,0.2303
2.3123,0.2290
2.3223,0.2277
2.3323,0.2264
2.3423,0.2251
2.3524,0.2238
2.3624,0.2225
2.3724,0.2212
2.3824,0.2200
2.3924,0.2187
2.4024,0.2174
2.4124,0.2161
2.4224,0.2149
2.4324,0.2136
2.4424,0.2124
2.4525,0.2111
2.4625,0.2099
2.4725,0.2086
2.4825,0.2074
2.4925,0.2061
2.5025,0.2049
2.5125,0.2037
2.5225,0.2024
2.5325,0.2012
2.5425,0.2000
2.5526,0.1988
2.5626,0.1976
2.5726,0.1964
2.5826,0.1952
2.5926,0.1940
2.6026,0.1928
2.6126,0.1916
2.6226,0.1904
2.6326,0.1893
2.6426,0.1881
2.6527,0.1869
2.6627,0.1858
2.6727,0.1846
2.6827,0.1834
2.6927,0.1823
2.7027,0.1811
2.7127,0.1800
2.7227,0.1789
2.7327,0.1777
2.7427,0.1766
2.7528,0.1755
2.7628,0.1744
2.7728,0.1733
2.7828,0.1722
2.7928,0.1711
2.8028,0.1700
2.8128,0.1689
2.8228,0.1678
2.8328,0.1667
2.8428,0.1656
2.8529,0.1646
2.8629,0.1635
2.8729,0.1624
2.8829,0.1614
2.8929,0.1603
2.9029,0.1593
2.9129,0.1582
2.9229,0.1572
2.9329,0.1562
2.9429,0.1551
2.9530,0.1541
2.9630,0.1531
2.9730,0.1521
2.9830,0.1511
2.9930,0.1501
3.0030,0.1491
3.0130,0.1481
3.0230,0.1471
3.0330,0.1461
3.0430,0.1451
3.0531,0.1441
3.0631,0.1432
3.0731,0.1422
3.0831,0.1413
3.0931,0.1403
3.1031,0.1394
3.1131,0.1384
3.1231,0.1375
3.1331,0.1365
3.1431,0.1356
3.1532,0.1347
3.1632,0.1338
3.1732,0.1329
3.1832,0.1320
3.1932,0.1311
3.2032,0.1302
3.2132,0.1293
3.2232,0.1284
3.2332,0.1275
3.2432,0.1266
3.2533,0.1257
3.2633,0.1249
3.2733,0.1240
3.2833,0.1231
3.2933,0.1223
3.3033,0.1214
3.3133,0.1206
3.3233,0.1197
3.3333,0.1189
3.3433,0.1181
3.3534,0.1173
3.3634,0.1164
3.3734,0.1156
3.3834,0.1148
3.3934,0.1140
3.4034,0.1132
3.4134,0.1124
3.4234,0.1116
3.4334,0.1108
3.4434,0.1100
3.4535,0.1093
3.4635,0.1085
3.4735,0.1077
3.4835,0.1069
3.4935,0.1062
3.5035,0.1054
3.5135,0.1047
3.5235,0.1039
3.5335,0.1032
3.5435,0.1024
3.5536,0.1017
3.5636,0.1010
3.5736,0.1003
3.5836,0.0995
3.5936,0.0988
3.6036,0.0981
3.6136,0.0974
3.6236,0.0967
3.6336,0.0960
3.6436,0.0953
3.6537,0.0946
3.6637,0.0939
3.6737,0.0932
3.6837,0.0926
3.6937,0.0919
3.7037,0.0912
3.7137,0.0906
3.7237,0.0899
3.7337,0.0892
3.7437,0.0886
3.7538,0.0879
3.7638,0.0873
3.7738,0.0867
3.7838,0.0860
3.7938,0.0854
3.8038,0.0848
3.8138,0.0841
3.8238,0.0835
3.8338,0.0829
3.8438,0.0823
3.8539,0.0817
3.8639,0.0811
3.8739,0.0805
3.8839,0.0799
3.8939,0.0793
3.9039,0.0787
3.9139,0.0781
3.9239,0.0776
3.9339,0.0770
3.9439,0.0764
3.9540,0.0758
3.9640,0.0753
3.9740,0.0747
3.9840,0.0741
3.9940,0.0736
4.0040,0.0730
4.0140,0.0725
4.0240,0.0720
4.0340,0.0714
4.0440,0.0709
4.0541,0.0703
4.0641,0.0698
4.0741,0.0693
4.0841,0.0688
4.0941,0.0683
4.1041,0.0677
4.1141,0.0672
4.1241,0.0667
4.1341,0.0662
4.1441,0.0657
4.1542,0.0652
4.1642,0.0647
4.1742,0.0642
4.1842,0.0637
4.1942,0.0633
4.2042,0.0628
4.2142,0.0623
4.2242,0.0618
4.2342,0.0614
4.2442,0.0609
4.2543,0.0604
4.2643,0.0600
4.2743,0.0595
4.2843,0.0591
4.2943,0.0586
4.3043,0.0582
4.3143,0.0577
4.3243,0.0573
4.3343,0.0568
4.3443,0.0564
4.3544,0.0560
4.3644,0.0555
4.3744,0.0551
4.3844,0.0547
4.3944,0.0543
4.4044,0.0538
4.4144,0.0534
4.4244,0.0530
4.4344,0.0526
4.4444,0.0522
4.4545,0.0518
4.4645,0.0514
4.4745,0.0510
4.4845,0.0506
4.4945,0.0502
4.5045,0.0498
4.5145,0.0494
4.5245,0.0490
4.5345,0.0487
4.5445,0.0483
4.5546,0.0479
4.5646,0.0475
4.5746,0.0472
4.5846,0.0468
4.5946,0.0464
4.6046,0.0461
4.6146,0.0457
4.6246,0.0454
4.6346,0.0450
4.6446,0.0446
4.6547,0.0443
4.6647,0.0440
4.6747,0.0436
4.6847,0.0433
4.6947,0.0429
4.7047,0.0426
4.7147,0.0423
4.7247,0.0419
4.7347,0.0416
4.7447,0.0413
4.7548,0.0409
4.7648,0.0406
4.7748,0.0403
4.7848,0.0400
4.7948,0.0397
4.8048,0.0394
4.8148,0.0390
4.8248,0.0387
4.8348,0.0384
4.8448,0.0381
4.8549,0.0378
4.8649,0.0375
4.8749,0.0372
4.8849,0.0369
4.8949,0.0366
4.9049,0.0363
4.9149,0.0361
4.9249,0.0358
4.9349,0.0355
4.9449,0.0352
4.9550,0.0349
4.9650,0.0346
4.9750,0.0344
4.9850,0.0341
4.9950,0.0338
5.0050,0.0336
5.0150,0.0333
5.0250,0.0330
5.0350,0.0328
5.0450,0.0325
5.0551,0.0322
5.0651,0.0320
5.0751,0.0317
5.0851,0.0315
5.0951,0.0312
5.1051,0.0310
5.1151,0.0307
5.1251,0.0305
5.1351,0.0302
5.1451,0.0300
5.1552,0.0297
5.1652,0.0295
5.1752,0.0293
5.1852,0.0290
5.1952,0.0288
5.2052,0.0286
5.2152,0.0283
5.2252,0.0281
5.2352,0.0279
5.2452,0.0277
5.2553,0.0274
5.2653,0.0272
5.2753,0.0270
5.2853,0.0268
5.2953,0.0266
5.3053,0.0263
5.3153,0.0261
5.3253,0.0259
5.3353,0.0257
5.3453,0.0255
5.3554,0.0253
5.3654,0.0251
5.3754,0.0249
5.3854,0.0247
5.3954,0.0245
5.4054,0.0243
5.4154,0.0241
5.4254,0.0239
5.4354,0.0237
5.4454,0.0235
5.4555,0.0233
5.4655,0.0231
5.4755,0.0229
5.4855,0.0227
5.4955,0.0226
5.5055,0.0224
5.5155,0.0222
5.5255,0.0220
5.5355,0.0218
5.5455,0.0217
5.5556,0.0215
5.5656,0.0213
5.5756,0.0211
5.5856,0.0210
5.5956,0.0208
5.6056,0.0206
5.6156,0.0204
5.6256,0.0203
5.6356,0.0201
5.6456,0.0199
5.6557,0.0198
5.6657,0.0196
5.6757,0.0195
5.6857,0.0193
5.6957,0.0191
5.7057,0.0190
5.7157,0.0188
5.7257,0.0187
5.7357,0.0185
5.7457,0.0184
5.7558,0.0182
5.7658,0.0181
5.7758,0.0179
5.7858,0.0178
5.7958,0.0176
5.8058,0.0175
5.8158,0.0173
5.8258,0.0172
5.8358,0.0170
5.8458,0.0169
5.8559,0.0168
5.8659,0.0166
5.8759,0.0165
5.8859,0.0164
5.8959,0.0162
5.9059,0.0161
5.9159,0.0160
5.9259,0.0158
5.9359,0.0157
5.9459,0.0156
5.9560,0.0154
5.9660,0.0153
5.9760,0.0152
5.9860,0.0150
5.9960,0.0149
6.0060,0.0148
6.0160,0.0147
6.0260,0.0146
6.0360,0.0144
6.0460,0.0143
6.0561,0.0142
6.0661,0.0141
6.0761,0.0140
6.0861,0.0138
6.0961,0.0137
6.1061,0.0136
6.1161,0.0135
6.1261,0.0134
6.1361,0.0133
6.1461,0.0132
6.1562,0.0131
6.1662,0.0129
6.1762,0.0128
6.1862,0.0127
6.1962,0.0126
6.2062,0.0125
6.2162,0.0124
6.2262,0.0123
6.2362,0.0122
6.2462,0.0121
6.2563,0.0120
6.2663,0.0119
6.2763,0.0118
6.2863,0.0117
6.2963,0.0116
6.3063,0.0115
6.3163,0.0114
6.3263,0.0113
6.3363,0.0112
6.3463,0.0111
6.3564,0.0110
6.3664,0.0109
6.3764,0.0108
6.3864,0.0108
6.3964,0.0107
6.4064,0.0106
6.4164,0.0105
6.4264,0.0104
6.4364,0.0103
6.4464,0.0102
6.4565,0.0101
6.4665,0.0101
6.4765,0.0100
6.4865,0.0099
6.4965,0.0098
6.5065,0.0097
6.5165,0.0096
6.5265,0.0096
6.5365,0.0095
6.5465,0.0094
6.5566,0.0093
6.5666,0.0092
6.5766,0.0092
6.5866,0.0091
6.5966,0.0090
6.6066,0.0089
6.6166,0.0089
6.6266,0.0088
6.6366,0.0087
6.6466,0.0086
6.6567,0.0086
6.6667,0.0085
6.6767,0.0084
6.6867,0.0083
6.6967,0.0083
6.7067,0.0082
6.7167,0.0081
6.7267,0.0081
6.7367,0.0080
6.7467,0.0079
6.7568,0.0079
6.7668,0.0078
6.7768,0.0077
6.7868,0.0077
6.7968,0.0076
6.8068,0.0075
6.8168,0.0075
6.8268,0.0074
6.8368,0.0073
6.8468,0.0073
6.8569,0.0072
6.8669,0.0072
6.8769,0.0071
6.8869,0.0070
6.8969,0.0070
6.9069,0.0069
6.9169,0.0069
6.9269,0.0068
6.9369,0.0067
6.9469,0.0067
6.9570,0.0066
6.9670,0.0066
6.9770,0.0065
6.9870,0.0065
6.9970,0.0064
7.0070,0.0063
7.0170,0.0063
7.0270,0.0062
7.0370,0.0062
7.0470,0.0061
7.0571,0.0061
7.0671,0.0060
7.0771,0.0060
7.0871,0.0059
7.0971,0.0059
7.1071,0.0058
7.1171,0.0058
7.1271,0.0057
7.1371,0.0057
7.1471,0.0056
7.1572,0.0056
7.1672,0.0055
7.1772,0.0055
7.1872,0.0054
7.1972,0.0054
7.2072,0.0053
7.2172,0.0053
7.2272,0.0053
7.2372,0.0052
7.2472,0.0052
7.2573,0.0051
7.2673,0.0051
7.2773,0.0050
7.2873,0.0050
7.2973,0.0049
7.3073,0.0049
7.3173,0.0049
7.3273,0.0048
7.3373,0.0048
7.3473,0.0047
7.3574,0.0047
7.3674,0.0047
7.3774,0.0046
7.3874,0.0046
7.3974,0.0045
7.4074,0.0045
7.4174,0.0045
7.4274,0.0044
7.4374,0.0044
7.4474,0.0043
7.4575,0.0043
7.4675,0.0043
7.4775,0.0042
7.4875,0.0042
7.4975,0.0042
7.5075,0.0041
7.5175,0.0041
7.5275,0.0041
7.5375,0.0040
7.5475,0.0040
7.5576,0.0039
7.5676,0.0039
7.5776,0.0039
7.5876,0.0038
7.5976,0.0038
7.6076,0.0038
7.6176,0.0037
7.6276,0.0037
7.6376,0.0037
7.6476,0.0036
7.6577,0.0036
7.6677,0.0036
7.6777,0.0036
7.6877,0.0035
7.6977,0.0035
7.7077,0.0035
7.7177,0.0034
7.7277,0.0034
7.7377,0.0034
7.7477,0.0033
7.7578,0.0033
7.7678,0.0033
7.7778,0.0033
7.7878,0.0032
7.7978,0.0032
